"","GO.ID","Term","Annotated","Significant","Expected","classic","KS"
"1451","GO:0098661","inorganic anion transmembrane transport",63,10,6.15,"0.29093","0.33137"
"1452","GO:0110020","regulation of actomyosin structure organ...",97,13,9.47,"0.29110","0.43781"
"1453","GO:1902669","positive regulation of axon guidance",37,5,3.61,"0.29161","0.46749"
"1454","GO:0090162","establishment of epithelial cell polarit...",36,6,3.51,"0.29169","0.71517"
"1455","GO:0061512","protein localization to cilium",49,6,4.78,"0.29177","0.99592"
"1456","GO:0008637","apoptotic mitochondrial changes",61,8,5.96,"0.29193","0.88381"
"1457","GO:0043903","regulation of biological process involve...",120,13,11.72,"0.29250","0.69401"
"1458","GO:0030888","regulation of B cell proliferation",21,3,2.05,"0.29254","0.95300"
"1459","GO:0060044","negative regulation of cardiac muscle ce...",11,2,1.07,"0.29255","0.93620"
"1460","GO:1900244","positive regulation of synaptic vesicle ...",11,2,1.07,"0.29255","0.94951"
"1461","GO:0023019","signal transduction involved in regulati...",11,2,1.07,"0.29255","0.53602"
"1462","GO:0032274","gonadotropin secretion",11,2,1.07,"0.29255","0.48172"
"1463","GO:0048867","stem cell fate determination",11,2,1.07,"0.29255","0.84082"
"1464","GO:0035158","regulation of tube diameter, open trache...",11,2,1.07,"0.29255","0.93562"
"1465","GO:0048842","positive regulation of axon extension in...",11,2,1.07,"0.29255","0.51198"
"1466","GO:0032898","neurotrophin production",11,2,1.07,"0.29255","0.90622"
"1467","GO:0007465","R7 cell fate commitment",11,2,1.07,"0.29255","0.95287"
"1468","GO:0043370","regulation of CD4-positive, alpha-beta T...",11,2,1.07,"0.29255","0.95636"
"1469","GO:0071377","cellular response to glucagon stimulus",11,2,1.07,"0.29255","0.65120"
"1470","GO:0043306","positive regulation of mast cell degranu...",11,2,1.07,"0.29255","0.29790"
"1471","GO:0044829","positive regulation by host of viral gen...",11,2,1.07,"0.29255","0.33411"
"1472","GO:0032653","regulation of interleukin-10 production",11,2,1.07,"0.29255","0.90414"
"1473","GO:0015669","gas transport",11,2,1.07,"0.29255","0.77489"
"1474","GO:0060232","delamination",11,2,1.07,"0.29255","0.99488"
"1475","GO:0060896","neural plate pattern specification",11,2,1.07,"0.29255","0.64188"
"1476","GO:0071732","cellular response to nitric oxide",11,2,1.07,"0.29255","0.41691"
"1477","GO:0034380","high-density lipoprotein particle assemb...",11,2,1.07,"0.29255","0.84124"
"1478","GO:0051593","response to folic acid",11,2,1.07,"0.29255","0.77013"
"1479","GO:0043508","negative regulation of JUN kinase activi...",11,2,1.07,"0.29255","0.22740"
"1480","GO:1905880","negative regulation of oogenesis",11,2,1.07,"0.29255","0.28572"
"1481","GO:0033081","regulation of T cell differentiation in ...",11,2,1.07,"0.29255","0.97830"
"1482","GO:0071622","regulation of granulocyte chemotaxis",11,2,1.07,"0.29255","0.99471"
"1483","GO:0033008","positive regulation of mast cell activat...",11,2,1.07,"0.29255","0.29790"
"1484","GO:0045433","male courtship behavior, veined wing gen...",11,2,1.07,"0.29255","0.96696"
"1485","GO:1901201","regulation of extracellular matrix assem...",11,2,1.07,"0.29255","0.95107"
"1486","GO:0030322","stabilization of membrane potential",11,2,1.07,"0.29255","0.61380"
"1487","GO:0006658","phosphatidylserine metabolic process",11,2,1.07,"0.29255","0.95538"
"1488","GO:0014733","regulation of skeletal muscle adaptation",11,2,1.07,"0.29255","0.61380"
"1489","GO:1903077","negative regulation of protein localizat...",11,2,1.07,"0.29255","0.78808"
"1490","GO:0010878","cholesterol storage",11,2,1.07,"0.29255","0.84039"
"1491","GO:0010801","negative regulation of peptidyl-threonin...",11,2,1.07,"0.29255","0.84799"
"1492","GO:0072012","glomerulus vasculature development",11,2,1.07,"0.29255","0.56700"
"1493","GO:2000810","regulation of bicellular tight junction ...",11,2,1.07,"0.29255","0.95287"
"1494","GO:1904776","regulation of protein localization to ce...",11,2,1.07,"0.29255","0.65741"
"1495","GO:0032488","Cdc42 protein signal transduction",11,2,1.07,"0.29255","0.84124"
"1496","GO:0001696","gastric acid secretion",11,2,1.07,"0.29255","0.60703"
"1497","GO:0060019","radial glial cell differentiation",11,2,1.07,"0.29255","0.99908"
"1498","GO:0090279","regulation of calcium ion import",22,3,2.15,"0.29259","0.69059"
"1499","GO:0033688","regulation of osteoblast proliferation",27,3,2.64,"0.29286","0.22026"
"1500","GO:0048542","lymph gland development",40,4,3.91,"0.29301","0.52382"
"1501","GO:2000060","positive regulation of ubiquitin-depende...",96,4,9.37,"0.29606","0.42156"
"1502","GO:0048806","genitalia development",89,18,8.69,"0.30341","0.72533"
"1503","GO:2001222","regulation of neuron migration",53,9,5.17,"0.30749","0.33994"
"1504","GO:0006959","humoral immune response",106,14,10.35,"0.30760","0.77064"
"1505","GO:0046717","acid secretion",66,13,6.44,"0.30799","0.68838"
"1506","GO:0048015","phosphatidylinositol-mediated signaling",47,6,4.59,"0.30812","0.37090"
"1507","GO:0050881","musculoskeletal movement",30,5,2.93,"0.30879","0.99901"
"1508","GO:0039694","viral RNA genome replication",20,3,1.95,"0.30954","0.97427"
"1509","GO:0007220","Notch receptor processing",20,3,1.95,"0.30954","0.17731"
"1510","GO:0014061","regulation of norepinephrine secretion",20,3,1.95,"0.30954","0.14151"
"1511","GO:1903672","positive regulation of sprouting angioge...",20,3,1.95,"0.30954","0.99410"
"1512","GO:2001240","negative regulation of extrinsic apoptot...",20,3,1.95,"0.30954","0.79079"
"1513","GO:1990403","embryonic brain development",20,3,1.95,"0.30954","0.79679"
"1514","GO:0045730","respiratory burst",20,3,1.95,"0.30954","0.95172"
"1515","GO:0090103","cochlea morphogenesis",20,3,1.95,"0.30954","0.93896"
"1516","GO:0035025","positive regulation of Rho protein signa...",20,3,1.95,"0.30954","0.76947"
"1517","GO:0043409","negative regulation of MAPK cascade",138,18,13.47,"0.30975","0.44399"
"1518","GO:0043433","negative regulation of DNA-binding trans...",88,13,8.59,"0.30988","0.89558"
"1519","GO:0008630","intrinsic apoptotic signaling pathway in...",84,8,8.2,"0.30990","0.92786"
"1520","GO:0007160","cell-matrix adhesion",147,14,14.35,"0.31008","0.76925"
"1521","GO:0030148","sphingolipid biosynthetic process",58,5,5.66,"0.31081","0.51955"
"1522","GO:0030716","oocyte fate determination",58,5,5.66,"0.31081","0.95226"
"1523","GO:0007474","imaginal disc-derived wing vein specific...",38,5,3.71,"0.31140","0.92269"
"1524","GO:0046688","response to copper ion",38,5,3.71,"0.31140","0.63480"
"1525","GO:0045824","negative regulation of innate immune res...",38,5,3.71,"0.31140","0.26687"
"1526","GO:0050434","positive regulation of viral transcripti...",29,4,2.83,"0.31274","0.97435"
"1527","GO:1900034","regulation of cellular response to heat",29,4,2.83,"0.31274","0.85375"
"1528","GO:0001737","establishment of imaginal disc-derived w...",29,4,2.83,"0.31274","0.59841"
"1529","GO:0048854","brain morphogenesis",40,5,3.91,"0.31281","0.86241"
"1530","GO:0010508","positive regulation of autophagy",87,9,8.49,"0.31333","0.39697"
"1531","GO:2000573","positive regulation of DNA biosynthetic ...",55,5,5.37,"0.31410","0.21012"
"1532","GO:0008340","determination of adult lifespan",279,30,27.24,"0.31410","0.30813"
"1533","GO:0010212","response to ionizing radiation",168,12,16.4,"0.31462","0.83473"
"1534","GO:0051291","protein heterooligomerization",85,9,8.3,"0.31533","0.87112"
"1535","GO:0019722","calcium-mediated signaling",145,25,14.16,"0.31664","0.76787"
"1536","GO:0009791","post-embryonic development",782,96,76.35,"0.31706","0.74227"
"1537","GO:0019216","regulation of lipid metabolic process",251,18,24.51,"0.31707","0.80501"
"1538","GO:0051961","negative regulation of nervous system de...",341,53,33.29,"0.31833","0.54303"
"1539","GO:0007224","smoothened signaling pathway",159,22,15.52,"0.32001","0.39488"
"1540","GO:0045793","positive regulation of cell size",57,7,5.57,"0.32013","0.89056"
"1541","GO:0048646","anatomical structure formation involved ...",964,138,94.12,"0.32107","0.97220"
"1542","GO:0007617","mating behavior",122,25,11.91,"0.32269","0.19845"
"1543","GO:0098662","inorganic cation transmembrane transport",447,79,43.64,"0.32291","0.93244"
"1544","GO:0051247","positive regulation of protein metabolic...",1005,108,98.12,"0.32392","0.10567"
"1545","GO:0048738","cardiac muscle tissue development",152,24,14.84,"0.32505","0.74357"
"1546","GO:0070207","protein homotrimerization",48,6,4.69,"0.32593","0.95559"
"1547","GO:0010975","regulation of neuron projection developm...",491,75,47.94,"0.32624","0.91740"
"1548","GO:0051252","regulation of RNA metabolic process",1681,186,164.12,"0.32666","0.08862"
"1549","GO:0007423","sensory organ development",729,115,71.17,"0.32688","0.60538"
"1550","GO:0050891","multicellular organismal-level water hom...",27,7,2.64,"0.32800","0.20936"
"1551","GO:0021587","cerebellum morphogenesis",34,7,3.32,"0.32841","0.97414"
"1552","GO:0031128","developmental induction",27,6,2.64,"0.32860","0.88305"
"1553","GO:0007018","microtubule-based movement",346,41,33.78,"0.32879","0.59465"
"1554","GO:0044058","regulation of digestive system process",44,7,4.3,"0.32899","0.73749"
"1555","GO:0030308","negative regulation of cell growth",128,19,12.5,"0.32917","0.72027"
"1556","GO:0007286","spermatid development",172,18,16.79,"0.32947","0.88103"
"1557","GO:0007414","axonal defasciculation",25,4,2.44,"0.32968","0.98400"
"1558","GO:0043652","engulfment of apoptotic cell",41,5,4,"0.33001","0.99950"
"1559","GO:0010959","regulation of metal ion transport",200,38,19.53,"0.33003","0.99514"
"1560","GO:0048789","cytoskeletal matrix organization at acti...",12,2,1.17,"0.33011","0.60465"
"1561","GO:0048714","positive regulation of oligodendrocyte d...",12,2,1.17,"0.33011","0.93680"
"1562","GO:0030950","establishment or maintenance of actin cy...",12,2,1.17,"0.33011","0.45214"
"1563","GO:1900746","regulation of vascular endothelial growt...",12,2,1.17,"0.33011","0.97716"
"1564","GO:0048843","negative regulation of axon extension in...",12,2,1.17,"0.33011","0.79835"
"1565","GO:0001958","endochondral ossification",12,2,1.17,"0.33011","0.56407"
"1566","GO:0060391","positive regulation of SMAD protein sign...",12,2,1.17,"0.33011","0.53215"
"1567","GO:0048692","negative regulation of axon extension in...",12,2,1.17,"0.33011","0.86687"
"1568","GO:0043368","positive T cell selection",12,2,1.17,"0.33011","0.55088"
"1569","GO:0007252","I-kappaB phosphorylation",12,2,1.17,"0.33011","0.99814"
"1570","GO:0003416","endochondral bone growth",12,2,1.17,"0.33011","0.43838"
"1571","GO:0002089","lens morphogenesis in camera-type eye",12,2,1.17,"0.33011","0.40530"
"1572","GO:0060221","retinal rod cell differentiation",12,2,1.17,"0.33011","0.09374"
"1573","GO:0051770","positive regulation of nitric-oxide synt...",12,2,1.17,"0.33011","0.36777"
"1574","GO:0034397","telomere localization",12,2,1.17,"0.33011","0.99100"
"1575","GO:0042454","ribonucleoside catabolic process",12,2,1.17,"0.33011","0.99860"
"1576","GO:0042438","melanin biosynthetic process",12,2,1.17,"0.33011","0.51830"
"1577","GO:0090036","regulation of protein kinase C signaling",12,2,1.17,"0.33011","0.94390"
"1578","GO:0042118","endothelial cell activation",12,2,1.17,"0.33011","0.74727"
"1579","GO:0061037","negative regulation of cartilage develop...",12,2,1.17,"0.33011","0.68673"
"1580","GO:0046500","S-adenosylmethionine metabolic process",12,2,1.17,"0.33011","0.88305"
"1581","GO:0010447","response to acidic pH",12,2,1.17,"0.33011","0.89345"
"1582","GO:0060956","endocardial cell differentiation",12,2,1.17,"0.33011","0.67643"
"1583","GO:0010155","regulation of proton transport",12,2,1.17,"0.33011","0.74586"
"1584","GO:0060900","embryonic camera-type eye formation",12,2,1.17,"0.33011","0.61440"
"1585","GO:0014829","vascular associated smooth muscle contra...",12,2,1.17,"0.33011","0.85451"
"1586","GO:0030149","sphingolipid catabolic process",12,2,1.17,"0.33011","0.95959"
"1587","GO:0030224","monocyte differentiation",12,2,1.17,"0.33011","0.99860"
"1588","GO:0045571","negative regulation of imaginal disc gro...",12,2,1.17,"0.33011","0.82525"
"1589","GO:1904478","regulation of intestinal absorption",12,2,1.17,"0.33011","0.95022"
"1590","GO:0010815","bradykinin catabolic process",12,2,1.17,"0.33011","0.56335"
"1591","GO:0010831","positive regulation of myotube different...",12,2,1.17,"0.33011","0.93680"
"1592","GO:0001746","Bolwig's organ morphogenesis",12,2,1.17,"0.33011","0.94585"
"1593","GO:0008362","chitin-based embryonic cuticle biosynthe...",12,2,1.17,"0.33011","0.99063"
"1594","GO:0030589","pseudocleavage involved in syncytial bla...",12,2,1.17,"0.33011","0.70396"
"1595","GO:0001878","response to yeast",12,2,1.17,"0.33011","0.27973"
"1596","GO:0021955","central nervous system neuron axonogenes...",34,3,3.32,"0.33080","0.89481"
"1597","GO:0016049","cell growth",504,65,49.21,"0.33084","0.64381"
"1598","GO:0006027","glycosaminoglycan catabolic process",39,5,3.81,"0.33135","0.37366"
"1599","GO:0035295","tube development",1023,137,99.88,"0.33142","0.53327"
"1600","GO:0034764","positive regulation of transmembrane tra...",144,28,14.06,"0.33185","0.18136"
"1601","GO:0061157","mRNA destabilization",72,4,7.03,"0.33244","0.99872"
"1602","GO:1902903","regulation of supramolecular fiber organ...",264,38,25.78,"0.33245","0.86128"
"1603","GO:0046683","response to organophosphorus",87,19,8.49,"0.33322","0.68833"
"1604","GO:0060348","bone development",118,15,11.52,"0.33352","0.90728"
"1605","GO:0030177","positive regulation of Wnt signaling pat...",110,16,10.74,"0.33402","0.10295"
"1606","GO:0003179","heart valve morphogenesis",29,11,2.83,"0.33414","0.97857"
"1607","GO:0055024","regulation of cardiac muscle tissue deve...",69,14,6.74,"0.33447","0.88071"
"1608","GO:0098900","regulation of action potential",34,8,3.32,"0.33451","0.99412"
"1609","GO:0000278","mitotic cell cycle",940,69,91.78,"0.33470","0.93970"
"1610","GO:0070167","regulation of biomineral tissue developm...",53,11,5.17,"0.33503","0.74488"
"1611","GO:0007365","periodic partitioning",35,9,3.42,"0.33513","0.61110"
"1612","GO:0051294","establishment of spindle orientation",81,13,7.91,"0.33531","0.98217"
"1613","GO:0051450","myoblast proliferation",16,6,1.56,"0.33557","0.58650"
"1614","GO:0071697","ectodermal placode morphogenesis",17,6,1.66,"0.33561","0.17526"
"1615","GO:0038083","peptidyl-tyrosine autophosphorylation",30,4,2.93,"0.33575","0.58154"
"1616","GO:0007141","male meiosis I",30,4,2.93,"0.33575","0.99734"
"1617","GO:1905881","positive regulation of oogenesis",30,4,2.93,"0.33575","0.94975"
"1618","GO:0006972","hyperosmotic response",30,4,2.93,"0.33575","0.49430"
"1619","GO:0010660","regulation of muscle cell apoptotic proc...",52,9,5.08,"0.33576","0.74560"
"1620","GO:0090559","regulation of membrane permeability",33,7,3.22,"0.33582","0.69670"
"1621","GO:0071526","semaphorin-plexin signaling pathway",31,6,3.03,"0.33583","0.92294"
"1622","GO:0060573","cell fate specification involved in patt...",16,5,1.56,"0.33595","0.91483"
"1623","GO:0021514","ventral spinal cord interneuron differen...",17,5,1.66,"0.33599","0.96594"
"1624","GO:0043574","peroxisomal transport",44,5,4.3,"0.33609","0.67851"
"1625","GO:0032651","regulation of interleukin-1 beta product...",30,6,2.93,"0.33609","0.95295"
"1626","GO:0097475","motor neuron migration",15,4,1.46,"0.33629","0.66340"
"1627","GO:0060428","lung epithelium development",27,5,2.64,"0.33636","0.63751"
"1628","GO:2000191","regulation of fatty acid transport",27,5,2.64,"0.33636","0.61959"
"1629","GO:0072070","loop of Henle development",17,4,1.66,"0.33637","0.95598"
"1630","GO:0006835","dicarboxylic acid transport",69,9,6.74,"0.33638","0.96561"
"1631","GO:0048799","animal organ maturation",18,4,1.76,"0.33641","0.93232"
"1632","GO:0048580","regulation of post-embryonic development",131,15,12.79,"0.33641","0.23939"
"1633","GO:0033077","T cell differentiation in thymus",49,7,4.78,"0.33642","0.49021"
"1634","GO:1903715","regulation of aerobic respiration",29,5,2.83,"0.33643","0.95111"
"1635","GO:0048332","mesoderm morphogenesis",91,11,8.88,"0.33645","0.74044"
"1636","GO:1905879","regulation of oogenesis",61,8,5.96,"0.33648","0.79767"
"1637","GO:0008284","positive regulation of cell population p...",469,68,45.79,"0.33648","0.24906"
"1638","GO:1901950","dense core granule transport",22,4,2.15,"0.33655","0.77471"
"1639","GO:0070977","bone maturation",14,3,1.37,"0.33664","0.17511"
"1640","GO:0042267","natural killer cell mediated cytotoxicit...",14,3,1.37,"0.33664","0.80393"
"1641","GO:0002429","immune response-activating cell surface ...",139,15,13.57,"0.33671","0.76662"
"1642","GO:0008206","bile acid metabolic process",27,4,2.64,"0.33674","0.94445"
"1643","GO:0048713","regulation of oligodendrocyte differenti...",27,4,2.64,"0.33674","0.74651"
"1644","GO:0044771","meiotic cell cycle phase transition",21,3,2.05,"0.33690","0.90785"
"1645","GO:0034656","nucleobase-containing small molecule cat...",23,3,2.25,"0.33697","0.59615"
"1646","GO:2001239","regulation of extrinsic apoptotic signal...",34,4,3.32,"0.33700","0.17488"
"1647","GO:0035171","lamellocyte differentiation",14,2,1.37,"0.33702","0.70735"
"1648","GO:0042387","plasmatocyte differentiation",14,2,1.37,"0.33702","0.70735"
"1649","GO:0002752","cell surface pattern recognition recepto...",14,2,1.37,"0.33702","0.93044"
"1650","GO:0016074","sno(s)RNA metabolic process",15,2,1.46,"0.33706","0.50409"
"1651","GO:1905517","macrophage migration",16,2,1.56,"0.33709","0.66481"
"1652","GO:0010863","positive regulation of phospholipase C a...",16,2,1.56,"0.33709","0.17504"
"1653","GO:0021889","olfactory bulb interneuron differentiati...",16,2,1.56,"0.33709","0.74528"
"1654","GO:0007343","egg activation",23,2,2.25,"0.33735","0.83522"
"1655","GO:0048745","smooth muscle tissue development",21,3,2.05,"0.33740","0.77864"
"1656","GO:0032715","negative regulation of interleukin-6 pro...",21,3,2.05,"0.33740","0.41377"
"1657","GO:0007213","G protein-coupled acetylcholine receptor...",21,3,2.05,"0.33740","0.00676"
"1658","GO:0045429","positive regulation of nitric oxide bios...",21,3,2.05,"0.33740","0.50412"
"1659","GO:0030574","collagen catabolic process",21,3,2.05,"0.33740","0.42514"
"1660","GO:0051053","negative regulation of DNA metabolic pro...",148,14,14.45,"0.33744","0.97102"
"1661","GO:0007300","ovarian nurse cell to oocyte transport",32,4,3.12,"0.33746","0.92479"
"1662","GO:0008358","maternal determination of anterior/poste...",80,7,7.81,"0.33757","0.74191"
"1663","GO:0001706","endoderm formation",59,4,5.76,"0.33793","0.99917"
"1664","GO:0031929","TOR signaling",121,8,11.81,"0.33873","0.75829"
"1665","GO:0022406","membrane docking",137,8,13.38,"0.33934","0.96054"
"1666","GO:0044839","cell cycle G2/M phase transition",173,9,16.89,"0.34033","0.90472"
"1667","GO:0007093","mitotic cell cycle checkpoint signaling",142,10,13.86,"0.34119","0.92934"
"1668","GO:0019827","stem cell population maintenance",175,20,17.09,"0.34186","0.85360"
"1669","GO:0032088","negative regulation of NF-kappaB transcr...",49,6,4.78,"0.34387","0.54415"
"1670","GO:0007179","transforming growth factor beta receptor...",122,13,11.91,"0.34402","0.54586"
"1671","GO:0045444","fat cell differentiation",130,20,12.69,"0.34503","0.40487"
"1672","GO:0030431","sleep",87,15,8.49,"0.34564","0.57378"
"1673","GO:0051056","regulation of small GTPase mediated sign...",195,25,19.04,"0.34614","0.96816"
"1674","GO:0060021","roof of mouth development",55,9,5.37,"0.34872","0.77060"
"1675","GO:0065008","regulation of biological quality",2545,300,248.48,"0.34907","0.44638"
"1676","GO:0046483","heterocycle metabolic process",3183,255,310.77,"0.34931","0.87546"
"1677","GO:0009409","response to cold",55,7,5.37,"0.35085","0.03854"
"1678","GO:0061063","positive regulation of nematode larval d...",40,5,3.91,"0.35142","0.38552"
"1679","GO:0033138","positive regulation of peptidyl-serine p...",40,5,3.91,"0.35142","0.25744"
"1680","GO:0001764","neuron migration",155,21,15.13,"0.35232","0.88305"
"1681","GO:0006941","striated muscle contraction",94,29,9.18,"0.35478","0.99403"
"1682","GO:0050708","regulation of protein secretion",266,39,25.97,"0.35501","0.82257"
"1683","GO:0045089","positive regulation of innate immune res...",163,20,15.91,"0.35582","0.28792"
"1684","GO:0006915","apoptotic process",1110,126,108.37,"0.35651","0.47926"
"1685","GO:0042325","regulation of phosphorylation",836,97,81.62,"0.35664","0.98248"
"1686","GO:0046578","regulation of Ras protein signal transdu...",151,20,14.74,"0.35690","0.89213"
"1687","GO:0051241","negative regulation of multicellular org...",841,125,82.11,"0.35806","0.45640"
"1688","GO:0045167","asymmetric protein localization involved...",31,4,3.03,"0.35882","0.32133"
"1689","GO:0010803","regulation of tumor necrosis factor-medi...",31,4,3.03,"0.35882","0.76876"
"1690","GO:0048190","wing disc dorsal/ventral pattern formati...",31,4,3.03,"0.35882","0.11643"
"1691","GO:0001662","behavioral fear response",31,4,3.03,"0.35882","0.72552"
"1692","GO:0043588","skin development",147,15,14.35,"0.35913","0.38075"
"1693","GO:0006476","protein deacetylation",68,7,6.64,"0.35940","0.82909"
"1694","GO:0060173","limb development",139,26,13.57,"0.35951","0.87111"
"1695","GO:0042059","negative regulation of epidermal growth ...",69,8,6.74,"0.35968","0.68299"
"1696","GO:0098722","asymmetric stem cell division",69,8,6.74,"0.35968","0.99332"
"1697","GO:0002164","larval development",437,52,42.67,"0.36130","0.98329"
"1698","GO:0010950","positive regulation of endopeptidase act...",124,17,12.11,"0.36188","0.81958"
"1699","GO:0045165","cell fate commitment",414,60,40.42,"0.36265","0.72229"
"1700","GO:0042051","compound eye photoreceptor development",82,15,8.01,"0.36307","0.86972"
"1701","GO:0120032","regulation of plasma membrane bounded ce...",180,24,17.57,"0.36339","0.68523"
"1702","GO:0032026","response to magnesium ion",27,9,2.64,"0.36350","0.55894"
"1703","GO:0017158","regulation of calcium ion-dependent exoc...",52,8,5.08,"0.36351","0.39191"
"1704","GO:0050920","regulation of chemotaxis",169,22,16.5,"0.36400","0.71213"
"1705","GO:0098754","detoxification",57,11,5.57,"0.36408","0.12287"
"1706","GO:0002088","lens development in camera-type eye",45,6,4.39,"0.36458","0.70425"
"1707","GO:0030010","establishment of cell polarity",182,25,17.77,"0.36461","0.92477"
"1708","GO:0051222","positive regulation of protein transport",234,27,22.85,"0.36485","0.95308"
"1709","GO:0045598","regulation of fat cell differentiation",61,10,5.96,"0.36497","0.43694"
"1710","GO:2000134","negative regulation of G1/S transition o...",62,7,6.05,"0.36512","0.61235"
"1711","GO:0032760","positive regulation of tumor necrosis fa...",22,3,2.15,"0.36519","0.83430"
"1712","GO:0071361","cellular response to ethanol",22,3,2.15,"0.36519","0.81943"
"1713","GO:0045742","positive regulation of epidermal growth ...",22,3,2.15,"0.36519","0.91754"
"1714","GO:0034332","adherens junction organization",107,14,10.45,"0.36528","0.69358"
"1715","GO:0035850","epithelial cell differentiation involved...",30,6,2.93,"0.36560","0.30580"
"1716","GO:0046532","regulation of photoreceptor cell differe...",42,7,4.1,"0.36571","0.90865"
"1717","GO:0045933","positive regulation of muscle contractio...",30,5,2.93,"0.36624","0.97693"
"1718","GO:0034599","cellular response to oxidative stress",211,24,20.6,"0.36638","0.84853"
"1719","GO:2001169","regulation of ATP biosynthetic process",48,6,4.69,"0.36672","0.97204"
"1720","GO:0090325","regulation of locomotion involved in loc...",30,4,2.93,"0.36688","0.44669"
"1721","GO:0002526","acute inflammatory response",63,7,6.15,"0.36702","0.92683"
"1722","GO:0048755","branching morphogenesis of a nerve",13,2,1.27,"0.36710","0.46870"
"1723","GO:0016540","protein autoprocessing",13,2,1.27,"0.36710","0.87911"
"1724","GO:0048570","notochord morphogenesis",13,2,1.27,"0.36710","0.54108"
"1725","GO:0001921","positive regulation of receptor recyclin...",13,2,1.27,"0.36710","0.50891"
"1726","GO:0007415","defasciculation of motor neuron axon",13,2,1.27,"0.36710","0.89615"
"1727","GO:0001946","lymphangiogenesis",13,2,1.27,"0.36710","0.66690"
"1728","GO:0001937","negative regulation of endothelial cell ...",13,2,1.27,"0.36710","0.65632"
"1729","GO:1902102","regulation of metaphase/anaphase transit...",13,2,1.27,"0.36710","0.13657"
"1730","GO:0060231","mesenchymal to epithelial transition",13,2,1.27,"0.36710","0.33192"
"1731","GO:0060706","cell differentiation involved in embryon...",13,2,1.27,"0.36710","0.57938"
"1732","GO:0034497","protein localization to phagophore assem...",13,2,1.27,"0.36710","0.89033"
"1733","GO:1902668","negative regulation of axon guidance",13,2,1.27,"0.36710","0.62099"
"1734","GO:0006878","intracellular copper ion homeostasis",13,2,1.27,"0.36710","0.91849"
"1735","GO:0051971","positive regulation of transmission of n...",13,2,1.27,"0.36710","0.81017"
"1736","GO:0030157","pancreatic juice secretion",13,2,1.27,"0.36710","0.81123"
"1737","GO:2000479","regulation of cAMP-dependent protein kin...",13,2,1.27,"0.36710","0.39466"
"1738","GO:0008053","mitochondrial fusion",13,2,1.27,"0.36710","0.77051"
"1739","GO:0042663","regulation of endodermal cell fate speci...",13,2,1.27,"0.36710","0.15515"
"1740","GO:0016330","second mitotic wave involved in compound...",13,2,1.27,"0.36710","0.67142"
"1741","GO:2000252","negative regulation of feeding behavior",13,2,1.27,"0.36710","0.75341"
"1742","GO:0021860","pyramidal neuron development",13,2,1.27,"0.36710","0.02460"
"1743","GO:0042996","regulation of Golgi to plasma membrane p...",13,2,1.27,"0.36710","0.72566"
"1744","GO:0032330","regulation of chondrocyte differentiatio...",13,2,1.27,"0.36710","0.52588"
"1745","GO:0032308","positive regulation of prostaglandin sec...",13,2,1.27,"0.36710","0.42029"
"1746","GO:0007056","spindle assembly involved in female meio...",13,2,1.27,"0.36710","0.72295"
"1747","GO:0031017","exocrine pancreas development",13,2,1.27,"0.36710","0.33480"
"1748","GO:2000679","positive regulation of transcription reg...",13,2,1.27,"0.36710","0.96548"
"1749","GO:0048240","sperm capacitation",13,2,1.27,"0.36710","0.63026"
"1750","GO:0006508","proteolysis",1100,91,107.4,"0.36715","0.07496"
"1751","GO:0034394","protein localization to cell surface",40,3,3.91,"0.36814","0.49411"
"1752","GO:0071277","cellular response to calcium ion",41,5,4,"0.37155","0.95402"
"1753","GO:0099003","vesicle-mediated transport in synapse",192,26,18.75,"0.37551","0.24121"
"1754","GO:0007269","neurotransmitter secretion",196,34,19.14,"0.37573","0.80817"
"1755","GO:2000027","regulation of animal organ morphogenesis",204,40,19.92,"0.37727","0.85403"
"1756","GO:0042475","odontogenesis of dentin-containing tooth",49,10,4.78,"0.37762","0.70635"
"1757","GO:0051592","response to calcium ion",92,11,8.98,"0.37876","0.95285"
"1758","GO:0090087","regulation of peptide transport",469,62,45.79,"0.37922","0.75448"
"1759","GO:0032092","positive regulation of protein binding",80,9,7.81,"0.37931","0.37643"
"1760","GO:0045197","establishment or maintenance of epitheli...",78,11,7.62,"0.37941","0.83456"
"1761","GO:0030155","regulation of cell adhesion",345,48,33.68,"0.38088","0.28127"
"1762","GO:0008104","protein localization",1772,187,173.01,"0.38125","0.54848"
"1763","GO:0071229","cellular response to acid chemical",147,14,14.35,"0.38168","0.64766"
"1764","GO:0030511","positive regulation of transforming grow...",32,4,3.12,"0.38187","0.25699"
"1765","GO:0007525","somatic muscle development",67,7,6.54,"0.38228","0.63654"
"1766","GO:0040007","growth",1088,143,106.23,"0.38350","0.79856"
"1767","GO:0061061","muscle structure development",573,92,55.94,"0.38517","0.49733"
"1768","GO:0001756","somitogenesis",71,8,6.93,"0.38593","0.80146"
"1769","GO:0040011","locomotion",1450,201,141.57,"0.38661","0.84590"
"1770","GO:0043280","positive regulation of cysteine-type end...",94,14,9.18,"0.38933","0.08928"
"1771","GO:0001656","metanephros development",66,11,6.44,"0.38957","0.94977"
"1772","GO:0030856","regulation of epithelial cell differenti...",80,11,7.81,"0.39072","0.89090"
"1773","GO:0006625","protein targeting to peroxisome",42,5,4.1,"0.39168","0.93676"
"1774","GO:0051962","positive regulation of nervous system de...",454,66,44.33,"0.39210","0.98030"
