"","GO.ID","Term","Annotated","Significant","Expected","classic"
"1036","GO:0038096","Fc-gamma receptor signaling pathway invo...",36,1,0.74,"0.52646"
"1037","GO:0061098","positive regulation of protein tyrosine ...",36,1,0.74,"0.52646"
"1038","GO:0061062","regulation of nematode larval developmen...",98,2,2.01,"0.52707"
"1039","GO:0031401","positive regulation of protein modificat...",677,19,13.88,"0.52823"
"1040","GO:0030308","negative regulation of cell growth",112,3,2.3,"0.52825"
"1041","GO:0008584","male gonad development",86,2,1.76,"0.52982"
"1042","GO:1900006","positive regulation of dendrite developm...",86,2,1.76,"0.52982"
"1043","GO:0007391","dorsal closure",86,2,1.76,"0.52982"
"1044","GO:0007552","metamorphosis",327,5,6.7,"0.53100"
"1045","GO:0008015","blood circulation",295,12,6.05,"0.53228"
"1046","GO:0030010","establishment of cell polarity",160,5,3.28,"0.53286"
"1047","GO:2000243","positive regulation of reproductive proc...",106,8,2.17,"0.53288"
"1048","GO:0035167","larval lymph gland hemopoiesis",37,1,0.76,"0.53621"
"1049","GO:0055081","monoatomic anion homeostasis",37,1,0.76,"0.53621"
"1050","GO:0070373","negative regulation of ERK1 and ERK2 cas...",37,1,0.76,"0.53621"
"1051","GO:1903845","negative regulation of cellular response...",37,1,0.76,"0.53621"
"1052","GO:0032868","response to insulin",224,4,4.59,"0.53814"
"1053","GO:0034605","cellular response to heat",71,2,1.46,"0.54504"
"1054","GO:0046685","response to arsenic-containing substance",38,1,0.78,"0.54577"
"1055","GO:0008039","synaptic target recognition",38,1,0.78,"0.54577"
"1056","GO:0032088","negative regulation of NF-kappaB transcr...",38,1,0.78,"0.54577"
"1057","GO:0048469","cell maturation",288,9,5.91,"0.54834"
"1058","GO:0006805","xenobiotic metabolic process",54,3,1.11,"0.55128"
"1059","GO:0002168","instar larval development",63,3,1.29,"0.55169"
"1060","GO:0060560","developmental growth involved in morphog...",271,11,5.56,"0.55183"
"1061","GO:0071417","cellular response to organonitrogen comp...",441,16,9.04,"0.55326"
"1062","GO:0120254","olefinic compound metabolic process",59,2,1.21,"0.55379"
"1063","GO:0034032","purine nucleoside bisphosphate metabolic...",83,2,1.7,"0.55491"
"1064","GO:0033875","ribonucleoside bisphosphate metabolic pr...",83,2,1.7,"0.55491"
"1065","GO:0042181","ketone biosynthetic process",39,1,0.8,"0.55513"
"1066","GO:0048538","thymus development",39,1,0.8,"0.55513"
"1067","GO:1900408","negative regulation of cellular response...",39,1,0.8,"0.55513"
"1068","GO:0060964","regulation of miRNA-mediated gene silenc...",40,1,0.82,"0.56429"
"1069","GO:0046329","negative regulation of JNK cascade",40,1,0.82,"0.56429"
"1070","GO:0030901","midbrain development",40,1,0.82,"0.56429"
"1071","GO:0009408","response to heat",163,4,3.34,"0.56462"
"1072","GO:0034976","response to endoplasmic reticulum stress",236,5,4.84,"0.56634"
"1073","GO:0051291","protein heterooligomerization",92,2,1.89,"0.56648"
"1074","GO:0048869","cellular developmental process",2722,67,55.81,"0.56715"
"1075","GO:2001235","positive regulation of apoptotic signali...",116,4,2.38,"0.56990"
"1076","GO:0098869","cellular oxidant detoxification",58,2,1.19,"0.57178"
"1077","GO:0035317","imaginal disc-derived wing hair organiza...",41,1,0.84,"0.57327"
"1078","GO:0045880","positive regulation of smoothened signal...",41,1,0.84,"0.57327"
"1079","GO:2000378","negative regulation of reactive oxygen s...",41,1,0.84,"0.57327"
"1080","GO:0050832","defense response to fungus",41,1,0.84,"0.57327"
"1081","GO:0051726","regulation of cell cycle",899,9,18.43,"0.57542"
"1082","GO:0006468","protein phosphorylation",996,21,20.42,"0.57729"
"1083","GO:0042127","regulation of cell population proliferat...",919,17,18.84,"0.57988"
"1084","GO:0016331","morphogenesis of embryonic epithelium",226,5,4.63,"0.58156"
"1085","GO:0048730","epidermis morphogenesis",42,1,0.86,"0.58207"
"1086","GO:0045886","negative regulation of synaptic assembly...",42,1,0.86,"0.58207"
"1087","GO:0031338","regulation of vesicle fusion",42,1,0.86,"0.58207"
"1088","GO:0050879","multicellular organismal movement",42,1,0.86,"0.58207"
"1089","GO:0097352","autophagosome maturation",42,1,0.86,"0.58207"
"1090","GO:0015718","monocarboxylic acid transport",91,2,1.87,"0.58209"
"1091","GO:0031328","positive regulation of cellular biosynth...",1408,29,28.87,"0.58230"
"1092","GO:0071222","cellular response to lipopolysaccharide",95,2,1.95,"0.58402"
"1093","GO:0043406","positive regulation of MAP kinase activi...",147,3,3.01,"0.58443"
"1094","GO:0071375","cellular response to peptide hormone sti...",248,7,5.09,"0.58646"
"1095","GO:0050821","protein stabilization",148,3,3.03,"0.58906"
"1096","GO:0006869","lipid transport",162,4,3.32,"0.58939"
"1097","GO:2000736","regulation of stem cell differentiation",69,2,1.41,"0.58961"
"1098","GO:0071310","cellular response to organic substance",1348,42,27.64,"0.58987"
"1099","GO:0051149","positive regulation of muscle cell diffe...",43,1,0.88,"0.59068"
"1100","GO:2000179","positive regulation of neural precursor ...",43,1,0.88,"0.59068"
"1101","GO:0009615","response to virus",134,2,2.75,"0.59270"
"1102","GO:0009888","tissue development",1503,33,30.82,"0.59343"
"1103","GO:0002252","immune effector process",596,7,12.22,"0.59514"
"1104","GO:0007015","actin filament organization",231,5,4.74,"0.59876"
"1105","GO:0034030","ribonucleoside bisphosphate biosynthetic...",44,1,0.9,"0.59912"
"1106","GO:0034033","purine nucleoside bisphosphate biosynthe...",44,1,0.9,"0.59912"
"1107","GO:0045138","nematode male tail tip morphogenesis",44,1,0.9,"0.59912"
"1108","GO:0008542","visual learning",44,1,0.9,"0.59912"
"1109","GO:0008354","germ cell migration",44,1,0.9,"0.59912"
"1110","GO:0000462","maturation of SSU-rRNA from tricistronic...",44,1,0.9,"0.59912"
"1111","GO:0044550","secondary metabolite biosynthetic proces...",44,1,0.9,"0.59912"
"1112","GO:0002244","hematopoietic progenitor cell differenti...",99,2,2.03,"0.59943"
"1113","GO:0015695","organic cation transport",78,5,1.6,"0.59963"
"1114","GO:0007274","neuromuscular synaptic transmission",65,2,1.33,"0.60603"
"1115","GO:0035904","aorta development",45,1,0.92,"0.60739"
"1116","GO:0048708","astrocyte differentiation",45,1,0.92,"0.60739"
"1117","GO:0090162","establishment of epithelial cell polarit...",45,1,0.92,"0.60739"
"1118","GO:0006749","glutathione metabolic process",45,1,0.92,"0.60739"
"1119","GO:0006893","Golgi to plasma membrane transport",45,1,0.92,"0.60739"
"1120","GO:0007169","transmembrane receptor protein tyrosine ...",445,11,9.12,"0.60742"
"1121","GO:0009792","embryo development ending in birth or eg...",803,16,16.46,"0.60832"
"1122","GO:0001889","liver development",165,5,3.38,"0.60860"
"1123","GO:0019722","calcium-mediated signaling",121,3,2.48,"0.61016"
"1124","GO:0035265","organ growth",166,5,3.4,"0.61188"
"1125","GO:0001700","embryonic development via the syncytial ...",132,3,2.71,"0.61494"
"1126","GO:1905268","negative regulation of chromatin organiz...",46,1,0.94,"0.61549"
"1127","GO:1990090","cellular response to nerve growth factor...",46,1,0.94,"0.61549"
"1128","GO:0035019","somatic stem cell population maintenance",46,1,0.94,"0.61549"
"1129","GO:0008360","regulation of cell shape",101,2,2.07,"0.61754"
"1130","GO:0042051","compound eye photoreceptor development",82,3,1.68,"0.62044"
"1131","GO:0008340","determination of adult lifespan",260,5,5.33,"0.62145"
"1132","GO:0035418","protein localization to synapse",59,2,1.21,"0.62167"
"1133","GO:0016525","negative regulation of angiogenesis",47,1,0.96,"0.62342"
"1134","GO:0045887","positive regulation of synaptic assembly...",47,1,0.96,"0.62342"
"1135","GO:2001244","positive regulation of intrinsic apoptot...",47,1,0.96,"0.62342"
"1136","GO:0007224","smoothened signaling pathway",132,2,2.71,"0.62516"
"1137","GO:0021700","developmental maturation",386,10,7.91,"0.62621"
"1138","GO:0048663","neuron fate commitment",94,4,1.93,"0.62638"
"1139","GO:1902680","positive regulation of RNA biosynthetic ...",883,20,18.11,"0.62643"
"1140","GO:0009952","anterior/posterior pattern specification",287,4,5.88,"0.62917"
"1141","GO:0043433","negative regulation of DNA-binding trans...",86,2,1.76,"0.63068"
"1142","GO:0060349","bone morphogenesis",48,1,0.98,"0.63118"
"1143","GO:0006979","response to oxidative stress",380,12,7.79,"0.63339"
"1144","GO:0006081","cellular aldehyde metabolic process",60,2,1.23,"0.63700"
"1145","GO:0050808","synapse organization",407,9,8.35,"0.63725"
"1146","GO:0046717","acid secretion",49,1,1,"0.63879"
"1147","GO:0043297","apical junction assembly",82,4,1.68,"0.64078"
"1148","GO:0043279","response to alkaloid",118,4,2.42,"0.64250"
"1149","GO:0048749","compound eye development",277,7,5.68,"0.64307"
"1150","GO:0050767","regulation of neurogenesis",666,20,13.66,"0.64444"
"1151","GO:0006915","apoptotic process",1087,17,22.29,"0.64521"
"1152","GO:0031670","cellular response to nutrient",50,1,1.03,"0.64625"
"1153","GO:0071711","basement membrane organization",51,1,1.05,"0.65355"
"1154","GO:0043627","response to estrogen",51,1,1.05,"0.65355"
"1155","GO:0009409","response to cold",51,1,1.05,"0.65355"
"1156","GO:0032873","negative regulation of stress-activated ...",51,1,1.05,"0.65355"
"1157","GO:0036498","IRE1-mediated unfolded protein response",51,1,1.05,"0.65355"
"1158","GO:1903725","regulation of phospholipid metabolic pro...",51,1,1.05,"0.65355"
"1159","GO:0098609","cell-cell adhesion",318,8,6.52,"0.65704"
"1160","GO:0021987","cerebral cortex development",109,2,2.23,"0.65898"
"1161","GO:0008286","insulin receptor signaling pathway",115,3,2.36,"0.65906"
"1162","GO:0045197","establishment or maintenance of epitheli...",72,2,1.48,"0.65934"
"1163","GO:0040019","positive regulation of embryonic develop...",52,1,1.07,"0.66070"
"1164","GO:0045913","positive regulation of carbohydrate meta...",52,1,1.07,"0.66070"
"1165","GO:0050807","regulation of synapse organization",229,6,4.7,"0.66444"
"1166","GO:0045214","sarcomere organization",53,1,1.09,"0.66770"
"1167","GO:0006898","receptor-mediated endocytosis",173,6,3.55,"0.66856"
"1168","GO:0048646","anatomical structure formation involved ...",916,18,18.78,"0.66868"
"1169","GO:0140029","exocytic process",76,3,1.56,"0.67098"
"1170","GO:0007010","cytoskeleton organization",979,16,20.07,"0.67116"
"1171","GO:1902904","negative regulation of supramolecular fi...",90,2,1.85,"0.67396"
"1172","GO:0035151","regulation of tube size, open tracheal s...",54,1,1.11,"0.67456"
"1173","GO:0051865","protein autoubiquitination",54,1,1.11,"0.67456"
"1174","GO:0045892","negative regulation of DNA-templated tra...",632,15,12.96,"0.67903"
"1175","GO:0007275","multicellular organism development",3592,86,73.65,"0.67962"
"1176","GO:0048489","synaptic vesicle transport",133,3,2.73,"0.68099"
"1177","GO:0060675","ureteric bud morphogenesis",55,1,1.13,"0.68128"
"1178","GO:0002526","acute inflammatory response",55,1,1.13,"0.68128"
"1179","GO:0050775","positive regulation of dendrite morphoge...",55,1,1.13,"0.68128"
"1180","GO:0007368","determination of left/right symmetry",155,5,3.18,"0.68329"
"1181","GO:0030183","B cell differentiation",56,1,1.15,"0.68786"
"1182","GO:1901264","carbohydrate derivative transport",56,1,1.15,"0.68786"
"1183","GO:0032781","positive regulation of ATP-dependent act...",56,1,1.15,"0.68786"
"1184","GO:0035601","protein deacylation",56,1,1.15,"0.68786"
"1185","GO:0010623","programmed cell death involved in cell d...",91,4,1.87,"0.68901"
"1186","GO:0030510","regulation of BMP signaling pathway",97,3,1.99,"0.69160"
"1187","GO:0071229","cellular response to acid chemical",116,2,2.38,"0.69224"
"1188","GO:0007422","peripheral nervous system development",113,3,2.32,"0.69236"
"1189","GO:0050778","positive regulation of immune response",285,3,5.84,"0.69417"
"1190","GO:0006879","intracellular iron ion homeostasis",57,1,1.17,"0.69431"
"1191","GO:0010923","negative regulation of phosphatase activ...",57,1,1.17,"0.69431"
"1192","GO:0007338","single fertilization",87,4,1.78,"0.69510"
"1193","GO:0071236","cellular response to antibiotic",117,2,2.4,"0.69677"
"1194","GO:0007009","plasma membrane organization",83,3,1.7,"0.69722"
"1195","GO:0043523","regulation of neuron apoptotic process",172,2,3.53,"0.69744"
"1196","GO:0032386","regulation of intracellular transport",283,4,5.8,"0.69815"
"1197","GO:0032387","negative regulation of intracellular tra...",58,1,1.19,"0.70062"
"1198","GO:0045444","fat cell differentiation",113,2,2.32,"0.70092"
"1199","GO:0060348","bone development",111,5,2.28,"0.70611"
"1200","GO:0010470","regulation of gastrulation",59,1,1.21,"0.70680"
"1201","GO:0010771","negative regulation of cell morphogenesi...",59,1,1.21,"0.70680"
"1202","GO:0007163","establishment or maintenance of cell pol...",312,7,6.4,"0.71097"
"1203","GO:0007018","microtubule-based movement",317,4,6.5,"0.71215"
"1204","GO:0032147","activation of protein kinase activity",196,4,4.02,"0.71317"
"1205","GO:0006470","protein dephosphorylation",183,4,3.75,"0.71768"
"1206","GO:0006626","protein targeting to mitochondrion",61,1,1.25,"0.71879"
"1207","GO:0061077","chaperone-mediated protein folding",61,1,1.25,"0.71879"
"1208","GO:0051092","positive regulation of NF-kappaB transcr...",61,1,1.25,"0.71879"
"1209","GO:0072330","monocarboxylic acid biosynthetic process",152,2,3.12,"0.72077"
"1210","GO:0005975","carbohydrate metabolic process",367,11,7.53,"0.72152"
"1211","GO:0010468","regulation of gene expression",2351,47,48.21,"0.72237"
"1212","GO:0006641","triglyceride metabolic process",62,1,1.27,"0.72461"
"1213","GO:0014823","response to activity",62,1,1.27,"0.72461"
"1214","GO:0007369","gastrulation",223,5,4.57,"0.72869"
"1215","GO:0010595","positive regulation of endothelial cell ...",63,1,1.29,"0.73030"
"1216","GO:0010976","positive regulation of neuron projection...",247,8,5.06,"0.73159"
"1217","GO:0006469","negative regulation of protein kinase ac...",148,2,3.03,"0.73197"
"1218","GO:0048514","blood vessel morphogenesis",314,5,6.44,"0.73296"
"1219","GO:0033273","response to vitamin",78,2,1.6,"0.73429"
"1220","GO:0018991","egg-laying behavior",114,5,2.34,"0.73464"
"1221","GO:0007416","synapse assembly",244,5,5,"0.73521"
"1222","GO:0051881","regulation of mitochondrial membrane pot...",64,1,1.31,"0.73587"
"1223","GO:0036211","protein modification process",2229,35,45.7,"0.73674"
"1224","GO:0000209","protein polyubiquitination",186,3,3.81,"0.73980"
"1225","GO:0002064","epithelial cell development",361,5,7.4,"0.74068"
"1226","GO:0001942","hair follicle development",65,1,1.33,"0.74133"
"1227","GO:0030866","cortical actin cytoskeleton organization",65,1,1.33,"0.74133"
"1228","GO:0045746","negative regulation of Notch signaling p...",65,1,1.33,"0.74133"
"1229","GO:0040028","regulation of vulval development",65,1,1.33,"0.74133"
"1230","GO:0097529","myeloid leukocyte migration",65,1,1.33,"0.74133"
"1231","GO:0007498","mesoderm development",157,2,3.22,"0.74331"
"1232","GO:0007266","Rho protein signal transduction",66,1,1.35,"0.74668"
"1233","GO:0045747","positive regulation of Notch signaling p...",66,1,1.35,"0.74668"
"1234","GO:0040014","regulation of multicellular organism gro...",140,4,2.87,"0.74862"
"1235","GO:0042060","wound healing",325,10,6.66,"0.74914"
"1236","GO:0006890","retrograde vesicle-mediated transport, G...",67,1,1.37,"0.75192"
"1237","GO:1902532","negative regulation of intracellular sig...",389,7,7.98,"0.75322"
"1238","GO:0031325","positive regulation of cellular metaboli...",2004,40,41.09,"0.75330"
"1239","GO:0051345","positive regulation of hydrolase activit...",409,6,8.39,"0.75651"
"1240","GO:1902117","positive regulation of organelle assembl...",68,1,1.39,"0.75705"
"1241","GO:0000381","regulation of alternative mRNA splicing,...",68,1,1.39,"0.75705"
"1242","GO:0048598","embryonic morphogenesis",650,19,13.33,"0.75751"
"1243","GO:0051641","cellular localization",2573,42,52.76,"0.75758"
"1244","GO:0006906","vesicle fusion",111,2,2.28,"0.76178"
"1245","GO:0030317","flagellated sperm motility",69,1,1.41,"0.76207"
"1246","GO:0050680","negative regulation of epithelial cell p...",70,1,1.44,"0.76700"
"1247","GO:0001947","heart looping",70,1,1.44,"0.76700"
"1248","GO:0001935","endothelial cell proliferation",70,1,1.44,"0.76700"
"1249","GO:0016310","phosphorylation",1256,24,25.75,"0.76916"
"1250","GO:0071396","cellular response to lipid",334,9,6.85,"0.77081"
"1251","GO:0003073","regulation of systemic arterial blood pr...",71,1,1.46,"0.77182"
"1252","GO:0045766","positive regulation of angiogenesis",71,1,1.46,"0.77182"
"1253","GO:0044237","cellular metabolic process",5786,98,118.64,"0.77414"
"1254","GO:0008277","regulation of G protein-coupled receptor...",93,2,1.91,"0.77534"
"1255","GO:0042742","defense response to bacterium",157,5,3.22,"0.77632"
"1256","GO:0036465","synaptic vesicle recycling",72,1,1.48,"0.77654"
"1257","GO:1903707","negative regulation of hemopoiesis",72,1,1.48,"0.77654"
"1258","GO:0051241","negative regulation of multicellular org...",761,23,15.6,"0.77702"
"1259","GO:0007596","blood coagulation",138,2,2.83,"0.77976"
"1260","GO:0032507","maintenance of protein location in cell",73,1,1.5,"0.78116"
"1261","GO:0006909","phagocytosis",177,3,3.63,"0.78584"
"1262","GO:0006355","regulation of DNA-templated transcriptio...",1546,39,31.7,"0.79106"
"1263","GO:0006575","cellular modified amino acid metabolic p...",149,4,3.06,"0.79137"
"1264","GO:0014070","response to organic cyclic compound",712,24,14.6,"0.79629"
"1265","GO:1902531","regulation of intracellular signal trans...",999,21,20.48,"0.79827"
"1266","GO:0032880","regulation of protein localization",667,17,13.68,"0.79843"
"1267","GO:0043280","positive regulation of cysteine-type end...",78,1,1.6,"0.80290"
"1268","GO:0000278","mitotic cell cycle",910,12,18.66,"0.80394"
"1269","GO:0097711","ciliary basal body-plasma membrane docki...",79,1,1.62,"0.80698"
"1270","GO:0051260","protein homooligomerization",210,6,4.31,"0.81004"
"1271","GO:0055088","lipid homeostasis",108,2,2.21,"0.81013"
"1272","GO:1990542","mitochondrial transmembrane transport",80,1,1.64,"0.81098"
"1273","GO:0000082","G1/S transition of mitotic cell cycle",208,5,4.26,"0.81212"
"1274","GO:0034614","cellular response to reactive oxygen spe...",101,2,2.07,"0.81373"
"1275","GO:0050772","positive regulation of axonogenesis",81,1,1.66,"0.81489"
"1276","GO:0090263","positive regulation of canonical Wnt sig...",81,1,1.66,"0.81489"
"1277","GO:0006790","sulfur compound metabolic process",244,4,5,"0.81561"
"1278","GO:0070887","cellular response to chemical stimulus",1627,44,33.36,"0.81910"
"1279","GO:0006091","generation of precursor metabolites and ...",394,3,8.08,"0.81996"
"1280","GO:0061053","somite development",83,1,1.7,"0.82248"
"1281","GO:0031109","microtubule polymerization or depolymeri...",83,1,1.7,"0.82248"
"1282","GO:0030036","actin cytoskeleton organization",445,9,9.12,"0.82504"
"1283","GO:0007293","germarium-derived egg chamber formation",84,1,1.72,"0.82616"
"1284","GO:0035082","axoneme assembly",84,1,1.72,"0.82616"
"1285","GO:0008298","intracellular mRNA localization",84,1,1.72,"0.82616"
"1286","GO:0071901","negative regulation of protein serine/th...",85,1,1.74,"0.82976"
"1287","GO:0048771","tissue remodeling",96,3,1.97,"0.82989"
"1288","GO:0051701","biological process involved in interacti...",87,1,1.78,"0.83675"
"1289","GO:0007267","cell-cell signaling",1003,39,20.57,"0.83744"
"1290","GO:0048534","hematopoietic or lymphoid organ developm...",429,7,8.8,"0.84146"
"1291","GO:0006479","protein methylation",89,1,1.82,"0.84345"
"1292","GO:0046330","positive regulation of JNK cascade",89,1,1.82,"0.84345"
"1293","GO:0010770","positive regulation of cell morphogenesi...",144,2,2.95,"0.84370"
"1294","GO:0006839","mitochondrial transport",169,2,3.47,"0.84464"
"1295","GO:0060562","epithelial tube morphogenesis",538,10,11.03,"0.84602"
"1296","GO:0030335","positive regulation of cell migration",256,7,5.25,"0.84681"
"1297","GO:0007286","spermatid development",172,3,3.53,"0.84779"
"1298","GO:0007314","oocyte anterior/posterior axis specifica...",91,1,1.87,"0.84988"
"1299","GO:0043200","response to amino acid",91,1,1.87,"0.84988"
"1300","GO:0051607","defense response to virus",91,1,1.87,"0.84988"
"1301","GO:0006090","pyruvate metabolic process",93,1,1.91,"0.85604"
"1302","GO:0071248","cellular response to metal ion",140,5,2.87,"0.85655"
"1303","GO:0040011","locomotion",1337,38,27.41,"0.85989"
"1304","GO:1902600","proton transmembrane transport",108,2,2.21,"0.86069"
"1305","GO:0019221","cytokine-mediated signaling pathway",229,6,4.7,"0.86643"
"1306","GO:0009967","positive regulation of signal transducti...",911,20,18.68,"0.86888"
"1307","GO:0097237","cellular response to toxic substance",161,3,3.3,"0.87448"
"1308","GO:0017148","negative regulation of translation",101,1,2.07,"0.87828"
"1309","GO:0022412","cellular process involved in reproductio...",884,11,18.13,"0.88137"
"1310","GO:0043401","steroid hormone mediated signaling pathw...",103,1,2.11,"0.88329"
"1311","GO:0022402","cell cycle process",1159,12,23.76,"0.88973"
"1312","GO:0006631","fatty acid metabolic process",219,2,4.49,"0.89018"
"1313","GO:0002119","nematode larval development",293,3,6.01,"0.89327"
"1314","GO:0044272","sulfur compound biosynthetic process",120,2,2.46,"0.89379"
"1315","GO:0001709","cell fate determination",148,3,3.03,"0.89533"
"1316","GO:0045727","positive regulation of translation",109,1,2.23,"0.89710"
"1317","GO:0007519","skeletal muscle tissue development",121,2,2.48,"0.89811"
"1318","GO:0046822","regulation of nucleocytoplasmic transpor...",110,1,2.26,"0.89924"
"1319","GO:0048639","positive regulation of developmental gro...",229,5,4.7,"0.90109"
"1320","GO:0001525","angiogenesis",251,4,5.15,"0.90118"
"1321","GO:0046620","regulation of organ growth",111,1,2.28,"0.90134"
"1322","GO:0031400","negative regulation of protein modificat...",393,6,8.06,"0.90256"
"1323","GO:0045814","negative regulation of gene expression, ...",112,1,2.3,"0.90339"
"1324","GO:0060249","anatomical structure homeostasis",379,9,7.77,"0.90574"
"1325","GO:1902533","positive regulation of intracellular sig...",539,13,11.05,"0.90724"
"1326","GO:0002696","positive regulation of leukocyte activat...",114,1,2.34,"0.90737"
"1327","GO:0043524","negative regulation of neuron apoptotic ...",115,1,2.36,"0.90930"
"1328","GO:0048523","negative regulation of cellular process",2890,64,59.26,"0.91136"
"1329","GO:0045893","positive regulation of DNA-templated tra...",835,19,17.12,"0.91297"
"1330","GO:0060173","limb development",117,1,2.4,"0.91303"
"1331","GO:0043547","positive regulation of GTPase activity",197,2,4.04,"0.91617"
"1332","GO:2001251","negative regulation of chromosome organi...",123,1,2.52,"0.92335"
"1333","GO:0090068","positive regulation of cell cycle proces...",245,5,5.02,"0.92462"
"1334","GO:0030336","negative regulation of cell migration",142,2,2.91,"0.93018"
"1335","GO:0006486","protein glycosylation",128,1,2.62,"0.93101"
"1336","GO:0009968","negative regulation of signal transducti...",807,15,16.55,"0.93247"
"1337","GO:0006997","nucleus organization",133,1,2.73,"0.93791"
"1338","GO:0048565","digestive tract development",217,2,4.45,"0.94060"
"1339","GO:0042594","response to starvation",222,2,4.55,"0.94556"
"1340","GO:0022900","electron transport chain",142,1,2.91,"0.94864"
"1341","GO:0007005","mitochondrion organization",400,4,8.2,"0.94868"
"1342","GO:0043312","neutrophil degranulation",301,3,6.17,"0.95009"
"1343","GO:0007265","Ras protein signal transduction",228,2,4.67,"0.95100"
"1344","GO:0030258","lipid modification",167,3,3.42,"0.95136"
"1345","GO:0043066","negative regulation of apoptotic process",547,7,11.22,"0.95173"
"1346","GO:0001738","morphogenesis of a polarized epithelium",147,1,3.01,"0.95378"
"1347","GO:0010389","regulation of G2/M transition of mitotic...",147,1,3.01,"0.95378"
"1348","GO:0032388","positive regulation of intracellular tra...",150,1,3.08,"0.95662"
"1349","GO:0001655","urogenital system development",264,3,5.41,"0.95699"
"1350","GO:0007476","imaginal disc-derived wing morphogenesis",192,2,3.94,"0.95740"
"1351","GO:0007098","centrosome cycle",153,1,3.14,"0.95929"
"1352","GO:0009953","dorsal/ventral pattern formation",214,4,4.39,"0.95952"
"1353","GO:0007033","vacuole organization",156,1,3.2,"0.96179"
"1354","GO:0034641","cellular nitrogen compound metabolic pro...",3705,58,75.97,"0.96309"
"1355","GO:0009152","purine ribonucleotide biosynthetic proce...",178,5,3.65,"0.96575"
"1356","GO:0007346","regulation of mitotic cell cycle",552,6,11.32,"0.96792"
"1357","GO:0031334","positive regulation of protein-containin...",166,1,3.4,"0.96907"
"1358","GO:0072659","protein localization to plasma membrane",167,1,3.42,"0.96972"
"1359","GO:0044248","cellular catabolic process",1578,20,32.36,"0.97119"
"1360","GO:0030522","intracellular receptor signaling pathway",181,1,3.71,"0.97749"
"1361","GO:0014706","striated muscle tissue development",272,2,5.58,"0.97772"
"1362","GO:0009150","purine ribonucleotide metabolic process",379,6,7.77,"0.98128"
"1363","GO:0008284","positive regulation of cell population p...",489,9,10.03,"0.98353"
"1364","GO:0043065","positive regulation of apoptotic process",427,7,8.76,"0.98366"
"1365","GO:0044403","biological process involved in symbiotic...",285,2,5.84,"0.98464"
"1366","GO:0045333","cellular respiration",204,1,4.18,"0.98619"
"1367","GO:0044282","small molecule catabolic process",297,6,6.09,"0.98644"
"1368","GO:0051604","protein maturation",365,2,7.48,"0.98650"
"1369","GO:0043161","proteasome-mediated ubiquitin-dependent ...",308,2,6.32,"0.98852"
"1370","GO:0046907","intracellular transport",1310,11,26.86,"0.98997"
"1371","GO:0035556","intracellular signal transduction",1503,32,30.82,"0.99065"
"1372","GO:0016032","viral process",240,1,4.92,"0.99359"
"1373","GO:0002066","columnar/cuboidal epithelial cell develo...",268,2,5.5,"0.99390"
"1374","GO:0051301","cell division",396,3,8.12,"0.99410"
"1375","GO:0010506","regulation of autophagy",255,1,5.23,"0.99535"
"1376","GO:0006260","DNA replication",255,1,5.23,"0.99535"
"1377","GO:0044703","multi-organism reproductive process",1279,29,26.23,"0.99546"
"1378","GO:0015833","peptide transport",1157,18,23.72,"0.99653"
"1379","GO:0007283","spermatogenesis",464,4,9.51,"0.99737"
"1380","GO:0006508","proteolysis",997,6,20.44,"0.99842"
"1381","GO:0065003","protein-containing complex assembly",1269,15,26.02,"1.00000"
"1382","GO:0033554","cellular response to stress",1436,20,29.44,"1.00000"
"1383","GO:0006886","intracellular protein transport",769,2,15.77,"1.00000"
"1384","GO:0070085","glycosylation",140,1,2.87,"1.00000"
"1385","GO:0045931","positive regulation of mitotic cell cycl...",166,4,3.4,"1.00000"
"1386","GO:0045932","negative regulation of muscle contractio...",22,2,0.45,"1.00000"
"1387","GO:0010906","regulation of glucose metabolic process",61,2,1.25,"1.00000"
"1388","GO:0019751","polyol metabolic process",66,2,1.35,"1.00000"
"1389","GO:0001649","osteoblast differentiation",94,3,1.93,"1.00000"
"1390","GO:0019752","carboxylic acid metabolic process",629,8,12.9,"1.00000"
"1391","GO:0045934","negative regulation of nucleobase-contai...",831,16,17.04,"1.00000"
"1392","GO:0044057","regulation of system process",357,16,7.32,"1.00000"
"1393","GO:0045935","positive regulation of nucleobase-contai...",1134,20,23.25,"1.00000"
"1394","GO:0002429","immune response-activating cell surface ...",112,1,2.3,"1.00000"
"1395","GO:0045936","negative regulation of phosphate metabol...",374,6,7.67,"1.00000"
"1396","GO:0019755","one-carbon compound transport",10,2,0.21,"1.00000"
"1397","GO:0035966","response to topologically incorrect prot...",151,2,3.1,"1.00000"
"1398","GO:0035967","cellular response to topologically incor...",131,2,2.69,"1.00000"
"1399","GO:0045939","negative regulation of steroid metabolic...",20,2,0.41,"1.00000"
"1400","GO:0006582","melanin metabolic process",48,1,0.98,"1.00000"
"1401","GO:0006584","catecholamine metabolic process",43,2,0.88,"1.00000"
"1402","GO:0010498","proteasomal protein catabolic process",344,2,7.05,"1.00000"
"1403","GO:0061326","renal tubule development",115,1,2.36,"1.00000"
"1404","GO:0044085","cellular component biogenesis",2391,30,49.03,"1.00000"
"1405","GO:0009620","response to fungus",55,1,1.13,"1.00000"
"1406","GO:0007365","periodic partitioning",34,1,0.7,"1.00000"
