"","GO.ID","Term","Annotated","Significant","Expected","classic"
"1840","GO:0007386","compartment pattern specification",17,1,0.9,"0.60488"
"1841","GO:0071474","cellular hyperosmotic response",17,1,0.9,"0.60488"
"1842","GO:0007426","tracheal outgrowth, open tracheal system",17,1,0.9,"0.60488"
"1843","GO:0060992","response to fungicide",17,1,0.9,"0.60488"
"1844","GO:0071267","L-methionine salvage",17,1,0.9,"0.60488"
"1845","GO:1904754","positive regulation of vascular associat...",17,1,0.9,"0.60488"
"1846","GO:0001845","phagolysosome assembly",17,1,0.9,"0.60488"
"1847","GO:0099054","presynapse assembly",17,1,0.9,"0.60488"
"1848","GO:0099072","regulation of postsynaptic membrane neur...",17,1,0.9,"0.60488"
"1849","GO:0030033","microvillus assembly",17,1,0.9,"0.60488"
"1850","GO:0048682","sprouting of injured axon",17,1,0.9,"0.60488"
"1851","GO:0001570","vasculogenesis",48,3,2.55,"0.60636"
"1852","GO:0006654","phosphatidic acid biosynthetic process",38,2,2.02,"0.60690"
"1853","GO:0032288","myelin assembly",38,2,2.02,"0.60690"
"1854","GO:1905902","regulation of mesoderm formation",38,2,2.02,"0.60690"
"1855","GO:0042661","regulation of mesodermal cell fate speci...",38,2,2.02,"0.60690"
"1856","GO:1903793","positive regulation of monoatomic anion ...",38,2,2.02,"0.60690"
"1857","GO:0006139","nucleobase-containing compound metabolic...",3581,126,190.19,"0.60836"
"1858","GO:0031100","animal organ regeneration",93,3,4.94,"0.60911"
"1859","GO:0046907","intracellular transport",1563,42,83.01,"0.61115"
"1860","GO:0097352","autophagosome maturation",59,3,3.13,"0.61343"
"1861","GO:1901655","cellular response to ketone",111,5,5.9,"0.61453"
"1862","GO:0006486","protein glycosylation",189,8,10.04,"0.61455"
"1863","GO:0051321","meiotic cell cycle",341,6,18.11,"0.61462"
"1864","GO:0001558","regulation of cell growth",361,23,19.17,"0.61653"
"1865","GO:0045597","positive regulation of cell differentiat...",723,49,38.4,"0.61691"
"1866","GO:0032880","regulation of protein localization",704,28,37.39,"0.61696"
"1867","GO:0042592","homeostatic process",1246,75,66.17,"0.61797"
"1868","GO:0048608","reproductive structure development",449,33,23.85,"0.61844"
"1869","GO:0061063","positive regulation of nematode larval d...",49,3,2.6,"0.62062"
"1870","GO:0045893","positive regulation of DNA-templated tra...",903,55,47.96,"0.62151"
"1871","GO:1903531","negative regulation of secretion by cell",113,11,6,"0.62199"
"1872","GO:0071222","cellular response to lipopolysaccharide",137,6,7.28,"0.62249"
"1873","GO:1902275","regulation of chromatin organization",177,7,9.4,"0.62387"
"1874","GO:0003009","skeletal muscle contraction",31,3,1.65,"0.62488"
"1875","GO:1903429","regulation of cell maturation",56,4,2.97,"0.62514"
"1876","GO:0072330","monocarboxylic acid biosynthetic process",145,7,7.7,"0.62564"
"1877","GO:0009303","rRNA transcription",34,2,1.81,"0.62579"
"1878","GO:0048935","peripheral nervous system neuron develop...",18,1,0.96,"0.62590"
"1879","GO:1904948","midbrain dopaminergic neuron differentia...",18,1,0.96,"0.62590"
"1880","GO:0051957","positive regulation of amino acid transp...",18,1,0.96,"0.62590"
"1881","GO:0031054","pre-miRNA processing",18,1,0.96,"0.62590"
"1882","GO:0060253","negative regulation of glial cell prolif...",18,1,0.96,"0.62590"
"1883","GO:0099563","modification of synaptic structure",18,1,0.96,"0.62590"
"1884","GO:1900449","regulation of glutamate receptor signali...",18,1,0.96,"0.62590"
"1885","GO:0048308","organelle inheritance",18,1,0.96,"0.62590"
"1886","GO:1901017","negative regulation of potassium ion tra...",18,1,0.96,"0.62590"
"1887","GO:1901046","positive regulation of egg-laying behavi...",18,1,0.96,"0.62590"
"1888","GO:2000272","negative regulation of signaling recepto...",18,1,0.96,"0.62590"
"1889","GO:2000279","negative regulation of DNA biosynthetic ...",18,1,0.96,"0.62590"
"1890","GO:1903475","mitotic actomyosin contractile ring asse...",18,1,0.96,"0.62590"
"1891","GO:0042590","antigen processing and presentation of e...",18,1,0.96,"0.62590"
"1892","GO:0001893","maternal placenta development",18,1,0.96,"0.62590"
"1893","GO:0031640","killing of cells of another organism",18,1,0.96,"0.62590"
"1894","GO:1903672","positive regulation of sprouting angioge...",18,1,0.96,"0.62590"
"1895","GO:0042113","B cell activation",147,7,7.81,"0.62658"
"1896","GO:0071322","cellular response to carbohydrate stimul...",124,5,6.59,"0.62719"
"1897","GO:0097480","establishment of synaptic vesicle locali...",121,6,6.43,"0.62732"
"1898","GO:0001578","microtubule bundle formation",90,3,4.78,"0.62734"
"1899","GO:0045937","positive regulation of phosphate metabol...",690,33,36.65,"0.62902"
"1900","GO:0008284","positive regulation of cell population p...",539,37,28.63,"0.62931"
"1901","GO:0001525","angiogenesis",310,14,16.46,"0.63212"
"1902","GO:0042127","regulation of cell population proliferat...",993,55,52.74,"0.63227"
"1903","GO:1990138","neuron projection extension",210,27,11.15,"0.63299"
"1904","GO:0097237","cellular response to toxic substance",181,10,9.61,"0.63357"
"1905","GO:0032435","negative regulation of proteasomal ubiqu...",40,2,2.12,"0.63501"
"1906","GO:0098693","regulation of synaptic vesicle cycle",40,2,2.12,"0.63501"
"1907","GO:0007173","epidermal growth factor receptor signali...",116,5,6.16,"0.63621"
"1908","GO:0030324","lung development",157,15,8.34,"0.63717"
"1909","GO:0035282","segmentation",260,23,13.81,"0.63839"
"1910","GO:0048699","generation of neurons",1484,112,78.82,"0.63983"
"1911","GO:0060402","calcium ion transport into cytosol",102,11,5.42,"0.64184"
"1912","GO:0007431","salivary gland development",154,12,8.18,"0.64278"
"1913","GO:0048641","regulation of skeletal muscle tissue dev...",41,4,2.18,"0.64438"
"1914","GO:0008354","germ cell migration",46,4,2.44,"0.64459"
"1915","GO:0007212","dopamine receptor signaling pathway",30,3,1.59,"0.64471"
"1916","GO:0051155","positive regulation of striated muscle c...",38,3,2.02,"0.64504"
"1917","GO:0031113","regulation of microtubule polymerization",49,3,2.6,"0.64549"
"1918","GO:0036093","germ cell proliferation",33,2,1.75,"0.64561"
"1919","GO:0021680","cerebellar Purkinje cell layer developme...",33,2,1.75,"0.64561"
"1920","GO:0051346","negative regulation of hydrolase activit...",212,12,11.26,"0.64565"
"1921","GO:0045648","positive regulation of erythrocyte diffe...",19,1,1.01,"0.64581"
"1922","GO:0010226","response to lithium ion",19,1,1.01,"0.64581"
"1923","GO:0009226","nucleotide-sugar biosynthetic process",19,1,1.01,"0.64581"
"1924","GO:0045920","negative regulation of exocytosis",19,1,1.01,"0.64581"
"1925","GO:0060716","labyrinthine layer blood vessel developm...",19,1,1.01,"0.64581"
"1926","GO:0032310","prostaglandin secretion",19,1,1.01,"0.64581"
"1927","GO:0017001","antibiotic catabolic process",19,1,1.01,"0.64581"
"1928","GO:2000360","negative regulation of binding of sperm ...",19,1,1.01,"0.64581"
"1929","GO:0032402","melanosome transport",19,1,1.01,"0.64581"
"1930","GO:0002437","inflammatory response to antigenic stimu...",19,1,1.01,"0.64581"
"1931","GO:0050687","negative regulation of defense response ...",19,1,1.01,"0.64581"
"1932","GO:0008299","isoprenoid biosynthetic process",19,1,1.01,"0.64581"
"1933","GO:0098728","germline stem cell asymmetric division",19,1,1.01,"0.64581"
"1934","GO:0048596","embryonic camera-type eye morphogenesis",19,1,1.01,"0.64581"
"1935","GO:0001516","prostaglandin biosynthetic process",19,1,1.01,"0.64581"
"1936","GO:0046835","carbohydrate phosphorylation",19,1,1.01,"0.64581"
"1937","GO:0032968","positive regulation of transcription elo...",19,1,1.01,"0.64581"
"1938","GO:0035886","vascular associated smooth muscle cell d...",19,1,1.01,"0.64581"
"1939","GO:0045835","negative regulation of meiotic nuclear d...",19,1,1.01,"0.64581"
"1940","GO:0042078","germ-line stem cell division",38,2,2.02,"0.64582"
"1941","GO:0001909","leukocyte mediated cytotoxicity",40,2,2.12,"0.64590"
"1942","GO:0016525","negative regulation of angiogenesis",62,3,3.29,"0.64711"
"1943","GO:0000045","autophagosome assembly",95,3,5.05,"0.64741"
"1944","GO:0050729","positive regulation of inflammatory resp...",41,2,2.18,"0.64847"
"1945","GO:0098771","inorganic ion homeostasis",450,36,23.9,"0.64875"
"1946","GO:0071363","cellular response to growth factor stimu...",541,39,28.73,"0.64885"
"1947","GO:2000377","regulation of reactive oxygen species me...",127,6,6.74,"0.64913"
"1948","GO:0042177","negative regulation of protein catabolic...",92,4,4.89,"0.64929"
"1949","GO:0048568","embryonic organ development",425,41,22.57,"0.64933"
"1950","GO:0006396","RNA processing",802,14,42.59,"0.64962"
"1951","GO:0043069","negative regulation of programmed cell d...",710,33,37.71,"0.64978"
"1952","GO:0001894","tissue homeostasis",210,14,11.15,"0.65170"
"1953","GO:0048546","digestive tract morphogenesis",147,20,7.81,"0.65488"
"1954","GO:0010638","positive regulation of organelle organiz...",489,14,25.97,"0.65553"
"1955","GO:0051781","positive regulation of cell division",63,3,3.35,"0.65786"
"1956","GO:0032102","negative regulation of response to exter...",207,17,10.99,"0.65983"
"1957","GO:0032989","cellular anatomical entity morphogenesis",1088,91,57.78,"0.65995"
"1958","GO:0060425","lung morphogenesis",67,9,3.56,"0.66034"
"1959","GO:0048666","neuron development",1212,101,64.37,"0.66059"
"1960","GO:0043536","positive regulation of blood vessel endo...",42,2,2.23,"0.66153"
"1961","GO:0051893","regulation of focal adhesion assembly",42,2,2.23,"0.66153"
"1962","GO:0045879","negative regulation of smoothened signal...",42,2,2.23,"0.66153"
"1963","GO:0006401","RNA catabolic process",432,3,22.94,"0.66175"
"1964","GO:2001222","regulation of neuron migration",35,4,1.86,"0.66294"
"1965","GO:0051180","vitamin transport",33,3,1.75,"0.66364"
"1966","GO:0001960","negative regulation of cytokine-mediated...",20,1,1.06,"0.66466"
"1967","GO:0001953","negative regulation of cell-matrix adhes...",20,1,1.06,"0.66466"
"1968","GO:0051968","positive regulation of synaptic transmis...",20,1,1.06,"0.66466"
"1969","GO:0060333","type II interferon-mediated signaling pa...",20,1,1.06,"0.66466"
"1970","GO:0009744","response to sucrose",20,1,1.06,"0.66466"
"1971","GO:0002052","positive regulation of neuroblast prolif...",20,1,1.06,"0.66466"
"1972","GO:0030878","thyroid gland development",20,1,1.06,"0.66466"
"1973","GO:0062009","secondary palate development",20,1,1.06,"0.66466"
"1974","GO:0042304","regulation of fatty acid biosynthetic pr...",20,1,1.06,"0.66466"
"1975","GO:0097329","response to antimetabolite",20,1,1.06,"0.66466"
"1976","GO:0046325","negative regulation of glucose import",20,1,1.06,"0.66466"
"1977","GO:0035331","negative regulation of hippo signaling",20,1,1.06,"0.66466"
"1978","GO:0032594","protein transport within lipid bilayer",20,1,1.06,"0.66466"
"1979","GO:0035493","SNARE complex assembly",20,1,1.06,"0.66466"
"1980","GO:0031579","membrane raft organization",20,1,1.06,"0.66466"
"1981","GO:1904562","phosphatidylinositol 5-phosphate metabol...",20,1,1.06,"0.66466"
"1982","GO:0045581","negative regulation of T cell differenti...",20,1,1.06,"0.66466"
"1983","GO:0097306","cellular response to alcohol",102,7,5.42,"0.66561"
"1984","GO:0030099","myeloid cell differentiation",310,15,16.46,"0.66580"
"1985","GO:0030100","regulation of endocytosis",230,8,12.22,"0.66796"
"1986","GO:0002218","activation of innate immune response",208,6,11.05,"0.66860"
"1987","GO:0042110","T cell activation",276,8,14.66,"0.66990"
"1988","GO:0018108","peptidyl-tyrosine phosphorylation",197,11,10.46,"0.67328"
"1989","GO:0030421","defecation",57,3,3.03,"0.67392"
"1990","GO:0006606","protein import into nucleus",150,7,7.97,"0.67417"
"1991","GO:0048278","vesicle docking",43,2,2.28,"0.67420"
"1992","GO:0007617","mating behavior",133,17,7.06,"0.67457"
"1993","GO:0090068","positive regulation of cell cycle proces...",245,10,13.01,"0.67476"
"1994","GO:0042446","hormone biosynthetic process",63,11,3.35,"0.67643"
"1995","GO:1990090","cellular response to nerve growth factor...",86,4,4.57,"0.67722"
"1996","GO:0042475","odontogenesis of dentin-containing tooth",86,4,4.57,"0.67722"
"1997","GO:0006890","retrograde vesicle-mediated transport, G...",65,3,3.45,"0.67865"
"1998","GO:0048066","developmental pigmentation",119,9,6.32,"0.68033"
"1999","GO:0040036","regulation of fibroblast growth factor r...",31,2,1.65,"0.68215"
"2000","GO:0048557","embryonic digestive tract morphogenesis",31,2,1.65,"0.68215"
"2001","GO:0044058","regulation of digestive system process",35,2,1.86,"0.68231"
"2002","GO:0046638","positive regulation of alpha-beta T cell...",21,1,1.12,"0.68251"
"2003","GO:0090306","meiotic spindle assembly",21,1,1.12,"0.68251"
"2004","GO:0023019","signal transduction involved in regulati...",21,1,1.12,"0.68251"
"2005","GO:0033144","negative regulation of intracellular ste...",21,1,1.12,"0.68251"
"2006","GO:0060575","intestinal epithelial cell differentiati...",21,1,1.12,"0.68251"
"2007","GO:0070528","protein kinase C signaling",21,1,1.12,"0.68251"
"2008","GO:0042267","natural killer cell mediated cytotoxicit...",21,1,1.12,"0.68251"
"2009","GO:0018198","peptidyl-cysteine modification",21,1,1.12,"0.68251"
"2010","GO:2000108","positive regulation of leukocyte apoptot...",21,1,1.12,"0.68251"
"2011","GO:0072148","epithelial cell fate commitment",21,1,1.12,"0.68251"
"2012","GO:0071276","cellular response to cadmium ion",21,1,1.12,"0.68251"
"2013","GO:0010092","specification of animal organ identity",21,1,1.12,"0.68251"
"2014","GO:0097202","activation of cysteine-type endopeptidas...",21,1,1.12,"0.68251"
"2015","GO:0072576","liver morphogenesis",21,1,1.12,"0.68251"
"2016","GO:1903859","regulation of dendrite extension",21,1,1.12,"0.68251"
"2017","GO:0006206","pyrimidine nucleobase metabolic process",21,1,1.12,"0.68251"
"2018","GO:1902875","regulation of embryonic pattern specific...",21,1,1.12,"0.68251"
"2019","GO:0035561","regulation of chromatin binding",21,1,1.12,"0.68251"
"2020","GO:0060998","regulation of dendritic spine developmen...",59,3,3.13,"0.68253"
"2021","GO:0030032","lamellipodium assembly",56,2,2.97,"0.68318"
"2022","GO:0032103","positive regulation of response to exter...",388,19,20.61,"0.68372"
"2023","GO:0043687","post-translational protein modification",893,18,47.43,"0.68399"
"2024","GO:0070555","response to interleukin-1",109,2,5.79,"0.68537"
"2025","GO:0007156","homophilic cell adhesion via plasma memb...",44,2,2.34,"0.68649"
"2026","GO:0051642","centrosome localization",44,2,2.34,"0.68649"
"2027","GO:0007219","Notch signaling pathway",277,13,14.71,"0.68782"
"2028","GO:0006793","phosphorus metabolic process",2066,81,109.73,"0.69232"
"2029","GO:0010001","glial cell differentiation",174,18,9.24,"0.69239"
"2030","GO:0043312","neutrophil degranulation",352,17,18.69,"0.69410"
"2031","GO:0031324","negative regulation of cellular metaboli...",2063,100,109.57,"0.69549"
"2032","GO:1901264","carbohydrate derivative transport",56,5,2.97,"0.69571"
"2033","GO:0042755","eating behavior",96,8,5.1,"0.69704"
"2034","GO:0042462","eye photoreceptor cell development",122,9,6.48,"0.69733"
"2035","GO:0070328","triglyceride homeostasis",45,2,2.39,"0.69838"
"2036","GO:0036092","phosphatidylinositol-3-phosphate biosynt...",45,2,2.39,"0.69838"
"2037","GO:0045886","negative regulation of synaptic assembly...",45,2,2.39,"0.69838"
"2038","GO:0060999","positive regulation of dendritic spine d...",38,2,2.02,"0.69930"
"2039","GO:0170043","non-proteinogenic amino acid biosyntheti...",22,1,1.17,"0.69941"
"2040","GO:0042053","regulation of dopamine metabolic process",22,1,1.17,"0.69941"
"2041","GO:0062033","positive regulation of mitotic sister ch...",22,1,1.17,"0.69941"
"2042","GO:0017085","response to insecticide",22,1,1.17,"0.69941"
"2043","GO:0061067","negative regulation of dauer larval deve...",22,1,1.17,"0.69941"
"2044","GO:0034113","heterotypic cell-cell adhesion",22,1,1.17,"0.69941"
"2045","GO:0010665","regulation of cardiac muscle cell apopto...",22,1,1.17,"0.69941"
"2046","GO:0050857","positive regulation of antigen receptor-...",22,1,1.17,"0.69941"
"2047","GO:0061384","heart trabecula morphogenesis",22,1,1.17,"0.69941"
"2048","GO:0010961","intracellular magnesium ion homeostasis",22,1,1.17,"0.69941"
"2049","GO:0007379","segment specification",22,1,1.17,"0.69941"
"2050","GO:0036120","cellular response to platelet-derived gr...",22,1,1.17,"0.69941"
"2051","GO:0021522","spinal cord motor neuron differentiation",22,1,1.17,"0.69941"
"2052","GO:0007526","larval somatic muscle development",22,1,1.17,"0.69941"
"2053","GO:0046548","retinal rod cell development",22,1,1.17,"0.69941"
"2054","GO:0030318","melanocyte differentiation",22,1,1.17,"0.69941"
"2055","GO:0070542","response to fatty acid",56,2,2.97,"0.70003"
"2056","GO:0042180","cellular ketone metabolic process",126,4,6.69,"0.70136"
"2057","GO:0043062","extracellular structure organization",292,31,15.51,"0.70290"
"2058","GO:0016032","viral process",299,11,15.88,"0.70346"
"2059","GO:0032259","methylation",221,6,11.74,"0.70375"
"2060","GO:0055080","monoatomic cation homeostasis",435,36,23.1,"0.70484"
"2061","GO:0030178","negative regulation of Wnt signaling pat...",175,10,9.29,"0.70628"
"2062","GO:0060485","mesenchyme development",185,19,9.83,"0.70808"
"2063","GO:0042594","response to starvation",282,14,14.98,"0.70859"
"2064","GO:0030307","positive regulation of cell growth",181,13,9.61,"0.70932"
"2065","GO:0017156","calcium-ion regulated exocytosis",112,4,5.95,"0.70986"
"2066","GO:0014015","positive regulation of gliogenesis",52,7,2.76,"0.71200"
"2067","GO:0006888","endoplasmic reticulum to Golgi vesicle-m...",142,6,7.54,"0.71264"
"2068","GO:0046928","regulation of neurotransmitter secretion",73,7,3.88,"0.71286"
"2069","GO:0055007","cardiac muscle cell differentiation",83,5,4.41,"0.71480"
"2070","GO:0014911","positive regulation of smooth muscle cel...",40,2,2.12,"0.71534"
"2071","GO:0006607","NLS-bearing protein import into nucleus",23,1,1.22,"0.71541"
"2072","GO:0090103","cochlea morphogenesis",23,1,1.22,"0.71541"
"2073","GO:0046940","nucleoside monophosphate phosphorylation",23,1,1.22,"0.71541"
"2074","GO:0060282","positive regulation of oocyte developmen...",23,1,1.22,"0.71541"
"2075","GO:0010559","regulation of glycoprotein biosynthetic ...",23,1,1.22,"0.71541"
"2076","GO:0050892","intestinal absorption",23,1,1.22,"0.71541"
"2077","GO:2000104","negative regulation of DNA-templated DNA...",23,1,1.22,"0.71541"
"2078","GO:0051457","maintenance of protein location in nucle...",23,1,1.22,"0.71541"
"2079","GO:0051446","positive regulation of meiotic cell cycl...",23,1,1.22,"0.71541"
"2080","GO:0036499","PERK-mediated unfolded protein response",23,1,1.22,"0.71541"
"2081","GO:2000737","negative regulation of stem cell differe...",23,1,1.22,"0.71541"
"2082","GO:0048791","calcium ion-regulated exocytosis of neur...",23,1,1.22,"0.71541"
"2083","GO:0007100","mitotic centrosome separation",23,1,1.22,"0.71541"
"2084","GO:0031573","mitotic intra-S DNA damage checkpoint si...",23,1,1.22,"0.71541"
"2085","GO:0007220","Notch receptor processing",23,1,1.22,"0.71541"
"2086","GO:0007593","chitin-based cuticle sclerotization",23,1,1.22,"0.71541"
"2087","GO:0050931","pigment cell differentiation",45,2,2.39,"0.71554"
"2088","GO:0048489","synaptic vesicle transport",133,6,7.06,"0.71629"
"2089","GO:1903708","positive regulation of hemopoiesis",126,5,6.69,"0.71654"
"2090","GO:0043299","leukocyte degranulation",375,18,19.92,"0.71676"
"2091","GO:0051298","centrosome duplication",69,3,3.66,"0.71739"
"2092","GO:0051403","stress-activated MAPK cascade",240,4,12.75,"0.71906"
"2093","GO:0042742","defense response to bacterium",195,11,10.36,"0.71982"
"2094","GO:0051960","regulation of nervous system development",810,55,43.02,"0.72039"
"2095","GO:0045638","negative regulation of myeloid cell diff...",47,2,2.5,"0.72106"
"2096","GO:1903391","regulation of adherens junction organiza...",47,2,2.5,"0.72106"
"2097","GO:0045471","response to ethanol",192,13,10.2,"0.72222"
"2098","GO:0006518","peptide metabolic process",992,22,52.69,"0.72455"
"2099","GO:0044249","cellular biosynthetic process",4844,188,257.26,"0.72571"
"2100","GO:0099003","vesicle-mediated transport in synapse",184,12,9.77,"0.72866"
"2101","GO:0008595","anterior/posterior axis specification, e...",128,9,6.8,"0.72869"
"2102","GO:1901568","fatty acid derivative metabolic process",65,4,3.45,"0.72995"
"2103","GO:0035317","imaginal disc-derived wing hair organiza...",54,3,2.87,"0.73026"
"2104","GO:0015949","nucleobase-containing small molecule int...",24,1,1.27,"0.73057"
"2105","GO:0010592","positive regulation of lamellipodium ass...",24,1,1.27,"0.73057"
"2106","GO:0007076","mitotic chromosome condensation",24,1,1.27,"0.73057"
"2107","GO:2000331","regulation of terminal button organizati...",24,1,1.27,"0.73057"
"2108","GO:1901030","positive regulation of mitochondrial out...",24,1,1.27,"0.73057"
"2109","GO:0043537","negative regulation of blood vessel endo...",24,1,1.27,"0.73057"
"2110","GO:0032370","positive regulation of lipid transport",44,2,2.34,"0.73061"
"2111","GO:0060281","regulation of oocyte development",47,2,2.5,"0.73073"
"2112","GO:1903078","positive regulation of protein localizat...",48,2,2.55,"0.73185"
"2113","GO:0045880","positive regulation of smoothened signal...",48,2,2.55,"0.73185"
"2114","GO:0045787","positive regulation of cell cycle",332,14,17.63,"0.73317"
"2115","GO:0034612","response to tumor necrosis factor",156,4,8.29,"0.73360"
"2116","GO:0032535","regulation of cellular component size",384,16,20.39,"0.73378"
"2117","GO:1905269","positive regulation of chromatin organiz...",103,5,5.47,"0.73465"
"2118","GO:0010558","negative regulation of macromolecule bio...",1557,78,82.69,"0.73726"
"2119","GO:0007017","microtubule-based process",793,32,42.12,"0.73854"
"2120","GO:2001257","regulation of cation channel activity",86,11,4.57,"0.73984"
"2121","GO:0046887","positive regulation of hormone secretion",94,4,4.99,"0.74297"
"2122","GO:0002792","negative regulation of peptide secretion",61,5,3.24,"0.74336"
"2123","GO:0050708","regulation of protein secretion",262,12,13.91,"0.74371"
"2124","GO:0050709","negative regulation of protein secretion",52,4,2.76,"0.74375"
"2125","GO:0030278","regulation of ossification",130,8,6.9,"0.74385"
"2126","GO:0030703","eggshell formation",81,4,4.3,"0.74490"
"2127","GO:0010613","positive regulation of cardiac muscle hy...",25,1,1.33,"0.74491"
"2128","GO:0070527","platelet aggregation",25,1,1.33,"0.74491"
"2129","GO:0038179","neurotrophin signaling pathway",25,1,1.33,"0.74491"
"2130","GO:0048102","autophagic cell death",25,1,1.33,"0.74491"
"2131","GO:0035308","negative regulation of protein dephospho...",25,1,1.33,"0.74491"
"2132","GO:0097150","neuronal stem cell population maintenanc...",25,1,1.33,"0.74491"
"2133","GO:0007110","meiosis I cytokinesis",25,1,1.33,"0.74491"
"2134","GO:1903749","positive regulation of establishment of ...",25,1,1.33,"0.74491"
"2135","GO:0045745","positive regulation of G protein-coupled...",25,1,1.33,"0.74491"
"2136","GO:0007435","salivary gland morphogenesis",120,9,6.37,"0.74502"
"2137","GO:0002791","regulation of peptide secretion",286,15,15.19,"0.75189"
"2138","GO:0001938","positive regulation of endothelial cell ...",50,2,2.66,"0.75237"
"2139","GO:0009069","serine family amino acid metabolic proce...",50,2,2.66,"0.75237"
"2140","GO:0030162","regulation of proteolysis",537,18,28.52,"0.75280"
"2141","GO:0040008","regulation of growth",726,43,38.56,"0.75471"
"2142","GO:0060291","long-term synaptic potentiation",57,7,3.03,"0.75530"
"2143","GO:0032868","response to insulin",234,9,12.43,"0.75531"
"2144","GO:0035050","embryonic heart tube development",106,8,5.63,"0.75648"
"2145","GO:0001736","establishment of planar polarity",130,7,6.9,"0.75815"
"2146","GO:0002076","osteoblast development",26,1,1.38,"0.75850"
"2147","GO:0008039","synaptic target recognition",26,1,1.38,"0.75850"
"2148","GO:1900119","positive regulation of execution phase o...",26,1,1.38,"0.75850"
"2149","GO:0048311","mitochondrion distribution",26,1,1.38,"0.75850"
"2150","GO:0048681","negative regulation of axon regeneration",26,1,1.38,"0.75850"
"2151","GO:0045851","pH reduction",26,1,1.38,"0.75850"
"2152","GO:0006515","protein quality control for misfolded or...",26,1,1.38,"0.75850"
"2153","GO:0051591","response to cAMP",83,4,4.41,"0.75852"
"2154","GO:0000165","MAPK cascade",500,26,26.55,"0.75866"
"2155","GO:1905477","positive regulation of protein localizat...",83,3,4.41,"0.75925"
"2156","GO:0048872","homeostasis of number of cells",218,13,11.58,"0.75990"
"2157","GO:0042060","wound healing",365,18,19.39,"0.76088"
"2158","GO:0043277","apoptotic cell clearance",91,5,4.83,"0.76121"
"2159","GO:0007029","endoplasmic reticulum organization",63,3,3.35,"0.76174"
"2160","GO:0008543","fibroblast growth factor receptor signal...",82,4,4.36,"0.76175"
"2161","GO:0009886","post-embryonic animal morphogenesis",375,32,19.92,"0.76189"
"2162","GO:1902115","regulation of organelle assembly",192,4,10.2,"0.76278"
"2163","GO:0035264","multicellular organism growth",228,9,12.11,"0.76338"
"2164","GO:0045664","regulation of neuron differentiation",577,35,30.64,"0.76354"
"2165","GO:0043410","positive regulation of MAPK cascade",291,11,15.45,"0.76604"
"2166","GO:0007623","circadian rhythm",216,23,11.47,"0.76786"
"2167","GO:0008584","male gonad development",88,4,4.67,"0.76820"
"2168","GO:0061097","regulation of protein tyrosine kinase ac...",81,6,4.3,"0.76983"
"2169","GO:0060976","coronary vasculature development",47,3,2.5,"0.77069"
"2170","GO:0000303","response to superoxide",27,1,1.43,"0.77136"
"2171","GO:1900073","regulation of neuromuscular synaptic tra...",27,1,1.43,"0.77136"
"2172","GO:1900026","positive regulation of substrate adhesio...",27,1,1.43,"0.77136"
"2173","GO:0075522","IRES-dependent viral translational initi...",27,1,1.43,"0.77136"
"2174","GO:0038083","peptidyl-tyrosine autophosphorylation",27,1,1.43,"0.77136"
"2175","GO:0003323","type B pancreatic cell development",27,1,1.43,"0.77136"
"2176","GO:1900116","extracellular negative regulation of sig...",27,1,1.43,"0.77136"
"2177","GO:0006084","acetyl-CoA metabolic process",27,1,1.43,"0.77136"
"2178","GO:0050667","homocysteine metabolic process",27,1,1.43,"0.77136"
"2179","GO:0010954","positive regulation of protein processin...",27,1,1.43,"0.77136"
"2180","GO:0090049","regulation of cell migration involved in...",27,1,1.43,"0.77136"
"2181","GO:0009267","cellular response to starvation",198,9,10.52,"0.77144"
"2182","GO:0051647","nucleus localization",52,2,2.76,"0.77152"
"2183","GO:1903076","regulation of protein localization to pl...",75,3,3.98,"0.77176"
"2184","GO:0046394","carboxylic acid biosynthetic process",249,12,13.22,"0.77195"
"2185","GO:0007159","leukocyte cell-cell adhesion",180,4,9.56,"0.77507"
"2186","GO:0000381","regulation of alternative mRNA splicing,...",76,3,4.04,"0.77634"
"2187","GO:0007369","gastrulation",280,26,14.87,"0.77711"
"2188","GO:0006605","protein targeting",458,10,24.32,"0.77761"
"2189","GO:0009749","response to glucose",180,7,9.56,"0.77821"
"2190","GO:0044282","small molecule catabolic process",303,5,16.09,"0.77911"
"2191","GO:0001101","response to acid chemical",318,31,16.89,"0.77949"
"2192","GO:0032088","negative regulation of NF-kappaB transcr...",53,2,2.81,"0.78060"
"2193","GO:0055081","monoatomic anion homeostasis",53,2,2.81,"0.78060"
"2194","GO:0002698","negative regulation of immune effector p...",53,2,2.81,"0.78060"
"2195","GO:0007525","somatic muscle development",73,6,3.88,"0.78169"
"2196","GO:0006576","biogenic amine metabolic process",94,7,4.99,"0.78177"
"2197","GO:0002683","negative regulation of immune system pro...",242,13,12.85,"0.78310"
"2198","GO:0046718","symbiont entry into host cell",45,2,2.39,"0.78347"
"2199","GO:0035220","wing disc development",303,21,16.09,"0.78354"
"2200","GO:0090311","regulation of protein deacetylation",28,1,1.49,"0.78354"
"2201","GO:0060416","response to growth hormone",28,1,1.49,"0.78354"
"2202","GO:0090218","positive regulation of lipid kinase acti...",28,1,1.49,"0.78354"
"2203","GO:0038066","p38MAPK cascade",28,1,1.49,"0.78354"
"2204","GO:1902036","regulation of hematopoietic stem cell di...",28,1,1.49,"0.78354"
